investor_name,investor_permalink,country_code,state_code,region,city,investment_count,funding_round_types,num_portfolio_companies
James Tankenoff,/person/james-tankenoff,,,,,1,seed,1
John Schmitt,/person/john-schmitt,,,,,1,seed,1
nugg.ad AG,/organization/nugg-ad-ag,GBR,H9,London,London,1,seed,1
Union First Market Bank,/organization/union-first-market-bank,USA,VA,Richmond,Ruther Glen,1,undisclosed,1
Kobe Bryant,/person/kobe-bryant,USA,,,Los Angeles,1,venture,1
Fernando Fabre,/person/fernando-fabre,USA,,,New York,1,angel,1
Luis X. Barrios,/person/luis-x-barrios,MEX,,,Mexico City,1,angel,1
Maynard Anderson,/person/maynard-anderson,USA,,,Alexandria,1,angel,1
Suzy Welch,/person/suzy-welch,,,,,1,venture,1
Roger Planes,/person/roger-planes,,,,,1,seed,1
Gordon Stewar,/person/gordon-stewar,,,,,1,seed,1
Elsa Berry,/person/elsa-berry,,,,,1,seed,1
Karen Harvey,/person/karen-harvey,,,,,1,seed,1
Bart Homan,/person/paul-daniel-3,GBR,,,London,1,seed,1
Paul Daniel,/person/paul-daniel-4,GBR,,,London,1,seed,1
Philippe Bonnefoy,/person/philippe-bonnefoy,,,,,1,seed,1
Brian Paegel,/person/brian-paegel,,,,,1,grant,1
Helen Dorris,/person/helen-dorris,,,,,1,grant,1
Tom Kodadek,/person/tom-kodadek,,,,,1,grant,1
Amuse Capital Inc,/organization/amuse-capital-inc,,,,,1,seed,1
Finn Brice,/person/finn-brice,GBR,,,London,1,angel,1
Five Island Ventures,/organization/five-island-ventures,,,,,1,seed,1
Richard Greenfield,/person/richard-greenfield,,,,,1,seed,1
Gabbi Cahane,/person/gabbi-cahane,GBR,,,London,1,seed,1
Otter Conuslting,/organization/otter-conuslting,,,,,1,seed,1
Brian Handly,/person/brian-handly-2,,,,,1,seed,1
Wisdom Trust Capital,/organization/wisdom-trust-capital,CHN,22,Beijing,Beijing,1,venture,1
Colin Carrier,/person/colin-carrier,,,,,1,seed,1
Kevin Lin,/person/kevin-lin,USA,,,San Francisco,1,seed,1
Wider Wake Networks,/organization/wider-wake-networks,USA,NY,New York City,New York,1,seed,1
Federal Emergency Management Agency (FEMA),/organization/federal-emergency-management-agency-fema,,,,,1,grant,1
Adtoma,/organization/adtoma,SWE,26,Stockholm,Stockholm,1,seed,1
Clearly AB,/organization/clearly-ab,,,,,1,seed,1
Christer Elmehagen,/person/christer-elmehagen,,,,,1,seed,1
Paul Holub,/person/paul-holub,,,,,1,seed,1
"Roemer, Robinson, Melville & Co",/organization/roemer-robinson-melville-co,,,,,1,private_equity,1
Participant Media,/organization/participant-media,USA,CA,Los Angeles,Beverly Hills,1,venture,1
Alfy Louis,/person/alfy-louis,,,,,1,seed,1
Bic Lazio,/organization/bic-lazio,ITA,7,Rome,Roma,1,seed,1
Magnolia,/organization/magnolia-2,,,,,1,venture,1
Plentyoffish,/organization/plentyoffish,CAN,BC,Vancouver,Vancouver,1,seed,1
Brad Wilson,/person/brad-wilson-2,USA,,,Southlake,1,seed,1
Brian Bowman,/person/brian-bowman,,,,,1,seed,1
Sigbjorn Dugal,/person/sig-dugal,,,,,1,seed,1
Timothy Draper,/person/timothy-draper-3,,,,,1,venture,1
Michael Brochu,/person/michael-brochu,,,,,1,venture,1
Roderick Banner,/person/roderick-banner,,,,,1,venture,1
Sol Primero,/organization/sol-primero,IND,19,Bangalore,Bangalore,1,seed,1
Biocant Ventures,/organization/biocant-ventures,,,,,1,angel,1
KGN Holdings,/organization/kgn-holdings,USA,MA,Boston,Boston,1,seed,1
Tarrant Venture Partners,/organization/tarrant-venture-partners,,,,,1,venture,1
Robert Cramer,/person/robert-cramer,,,,,1,venture,1
Goldman Sachs Syndicate,/person/goldman-sachs-syndicate,,,,,1,seed,1
Goldman Sachs Syndicate,/person/goldman-sachs-syndicate-2,,,,,1,seed,1
Zenyaku Kogyo,/person/zenyaku-kogyo,,,,,1,venture,1
Continental Ventures,/organization/continental-ventures,,,,,1,venture,1
Tako Ventures,/organization/tako-ventures,,,,,1,venture,1
The Lawrence J. Ellison Revocable Trust,/organization/the-lawrence-j-ellison-revocable-trust,,,,,1,venture,1
Dave Brown,/person/dave-brown,,,,,1,venture,1
Ark Angels Activator Fund,/organization/ark-angels-activator-fund,,,,,1,venture,1
Physicians Investment Group,/organization/physicians-investment-group,USA,OH,Dayton,Dayton,1,venture,1
Tethys BioScience,/organization/tethys-bioscience,USA,CA,SF Bay Area,Emeryville,1,venture,1
Guy PAILLAUD,/person/guy-paillaud,,,,,1,venture,1
John PIETERS,/person/john-pieters,,,,,1,venture,1
Philippe ODDO,/person/philippe-oddo,,,,,1,venture,1
Richard HENNESSY,/person/richard-hennessy,,,,,1,venture,1
New York Life Bioventure Partners,/organization/new-york-life-bioventure-partners,,,,,1,venture,1
Hans-Werner Hector,/person/hans-werner-hector,,,,,1,venture,1
North Run Capital Partners,/organization/north-run-capital-partners,USA,MA,Boston,Boston,1,venture,1
Karl H. Johannsmeier,/person/karl-h-johannsmeier,,,,,1,venture,1
Gaurav Bhatnagar,/person/gaurav-bhatnagar,,,,,1,angel,1
ESADE Business Angel Network,/organization/esade-business-angel-network,,,,,1,angel,1
Taurus fund,/organization/taurus-fund,,,,,1,angel,1
Telefonica incubator,/organization/telefonica-incubator,,,,,1,angel,1
Top Line Growth Capital,/organization/top-line-growth-capital,,,,,1,venture,1
Samantha Tripodi,/person/samantha-tripodi,,,,,1,angel,1
Ontario Municipal Employees Retirement System,/organization/ontario-municipal-employees-retirement-system,,,,,1,venture,1
CG Holding,/organization/cg-holding,,,,,1,venture,1
Ener1,/organization/ener1,USA,NY,New York City,New York,1,venture,1
Kevin McAliley,/organization/kevin-mcaliley,,,,,1,venture,1
Kevin McAliley,/person/kevin-mcaliley-2,,,,,1,venture,1
Bob Montgomery,/person/bob-montgomery,USA,,,Norcross,1,venture,1
Nessan Fitzmaurice,/person/nessan-fitzmaurice,USA,,,Chicago,1,venture,1
Bart McDonough,/person/bart-mcdonough,,,,,1,angel,1
Travis Bogard,/person/travis-bogard,,,,,1,angel,1
National Australia Bank,/organization/national-australia-bank,AUS,7,Melbourne,Melbourne,1,undisclosed,1
Spanish Family Office,/person/spanish-family-office,,,,,1,angel,1
ForetagsByggarna,/organization/fretagsbyggarna,SWE,26,Stockholm,Stockholm,1,venture,1
Brad Holden,/person/brad-holden,,,,,1,seed,1
Jussi Heinilä,/person/jussi-heinil,FIN,,,,1,seed,1
Matti Suokko,/person/matti-suokko,,,,,1,seed,1
Nesta Impact Investments,/organization/nesta-impact-investments,,,,,1,venture,1
Andrew Colin,/person/andrew-colin,GBR,,,London,1,angel,1
Charles Prior,/person/charles-prior,GBR,,,,1,angel,1
Jack Wills,/person/jack-wills,USA,,,San Francisco,1,angel,1
Will Hobhouse,/person/will-hobhouse,GBR,,,Watford,1,angel,1
Rakesh Gupta,/person/rakesh-gupta,,,,,1,seed,1
Broadway Video,/organization/broadway-video,USA,NY,New York City,New York,1,seed,1
Anthony Orsten,/person/anthony-orsten,,,,,1,seed,1
Elisabeth Murdoch,/person/elisabeth-murdoch,,,,,1,seed,1
Gil Fuchsberg,/person/gil-fuchsberg,,,,,1,seed,1
Jed Simmons,/person/jed-simmons,,,,,1,seed,1
Matthew Anderson,/person/matthew-anderson,,,,,1,seed,1
Matti Leshem,/person/matti-leshem,USA,,,Los Angeles,1,seed,1
Brad Jefferson,/person/brad-jefferson,,,,,1,seed,1
Vince Broady,/person/vince-broady,,,,,1,venture,1
Kingswood Capital,/organization/kingswood-capital,,,,,1,venture,1
"The business interests of Gigi Pritzker Pucker and Michael Pucker represented by DNS Capital, LLC",/organization/the-business-interests-of-gigi-pritzker-pucker-and-michael-pucker-represented-by-dns-capital-llc,,,,,1,seed,1
Steve Sommer,/person/steve-sommer,,,,,1,venture,1
Sudheesh Nair,/person/sudheesh-nair,,,,,1,venture,1
GSK Canada Life Sciences Innovation Fund,/organization/gsk-canada-life-sciences-innovation-fund,,,,,1,venture,1
DNS Capital,/organization/dns-capital,,,,,1,venture,1
Andrew Jennings,/person/andrew-jennings,GBR,,,London,1,venture,1
Maurice Helfgott,/person/maurice-helfgott,GBR,,,London,1,venture,1
Sebastian Picardo,/person/sebastian-picardo,HKG,,,Hong Kong,1,venture,1
Some Dude,/person/some-dude,,,,,1,angel,1
David Cheriton,/person/david-cheriton-2,,,,,1,venture,1
Susumu Watanabe,/person/susumu-watanabe,,,,,1,venture,1
Tom Reilly,/person/tom-reilly,,,,,1,venture,1
Brian Swette,/person/brian-swette-2,,,,,1,venture,1
James Reinhart,/person/james-reinhart,,,,,1,venture,1
Undisclosed investor,/person/undisclosed-investor,,,,,1,seed,1
Claflin Capital Management,/organization/claflin-capital-management,,,,,1,venture,1
iLabs Venture Capital Fund,/organization/ilabs-venture-capital-fund,,,,,1,private_equity,1
Navlok Ventures,/organization/navlok-ventures,,,,,1,private_equity,1
Mahendra Mehta,/person/mahendra-mehta,,,,,1,seed,1
Optikos Corporation,/organization/optikos-corporation,USA,MA,Boston,Wakefield,1,seed,1
Triple Ring Technologies,/organization/triple-ring-technologies,,,,,1,seed,1
Andrew Egendorf,/person/andrew-egendorf,,,,,1,seed,1
Douglas Hansen,/person/douglas-hansen,,,,,1,seed,1
Guy Broadbent,/person/guy-broadbent,,,,,1,seed,1
Jerry Karabelas,/person/jerry-karabelas,,,,,1,seed,1
Michael Finney,/person/michael-finney,,,,,1,seed,1
Norman Sorensen,/person/norman-sorensen,,,,,1,seed,1
Stan Lapidus,/person/stan-lapidus,,,,,1,seed,1
Willard Umphrey,/person/willard-umphrey,,,,,1,seed,1
CAVU Medical,/organization/cavu-medical,,,,,1,venture,1
Powerplant Ventures,/organization/powerplant-ventures,,,,,1,venture,1
John Legend,/person/john-legend,,,,,1,venture,1
Toby McGuire,/person/toby-mcguire,,,,,1,venture,1
Art Papas,/person/art-papas,,,,,1,seed,1
Jim Dougherty,/person/jim-dougherty-3,,,,,1,seed,1
Ken Morse,/person/ken-morse,USA,,,Boston,1,seed,1
Larry Kim,/person/larry-kim,USA,,,Boston,1,seed,1
Mitch Roberts,/person/mitch-roberts,,,,,1,seed,1
Sundar Subramaniam,/person/sundar-subramaniam,,,,,1,seed,1
Clevedon Pastoral Holdings,/organization/clevedon-pastoral-holdings,,,,,1,venture,1
Excelsior Asset Mgt LLC,/organization/excelsior-asset-mgt-llc,,,,,1,venture,1
Joinwell Finance,/organization/joinwell-finance,,,,,1,venture,1
Millwater Investments Limited,/organization/millwater-investments-limited,,,,,1,venture,1
The McKay Trust,/organization/the-mckay-trust,,,,,1,venture,1
Thru Holding Company LLC,/organization/thru-holding-company-llc,,,,,1,venture,1
Michael McCoy,/person/michael-mccoy,,,,,1,venture,1
"Nicholl, Rupert",/person/nicholl-rupert,,,,,1,venture,1
Rick Holliday-Smith,/person/rick-holliday-smith,,,,,1,venture,1
Continuation Investments Group,/organization/continuation-investments-group,,,,,1,venture,1
KDI Precision Products,/organization/kdi-precision-products,USA,OH,Cincinnati,Cincinnati,1,venture,1
Marconi Corporation plc,/organization/marconi-corporation-plc,,,,,1,venture,1
Pecks Management Partners Ltd.,/organization/pecks-management-partners-ltd,,,,,1,venture,1
Penny Lane Advisors,/organization/penny-lane-advisors,,,,,1,venture,1
Peter Davis,/person/peter-davis,,,,,1,undisclosed,1
Redwood Partners,/organization/redwood-partners,,,,,1,venture,1
Yan-David Erlich,/person/yan-david-erlich,,,,,1,angel,1
Vanterra Capital,/organization/vanterra-capital,,,,,1,venture,1
Stephen Ross,/person/stephen-ross-2,,,,,1,venture,1
Barry Hall,/person/barry-hall,,,,,1,venture,1
Bruce Goldstein,/person/bruce-goldstein,,,,,1,venture,1
Maurizio Vecchione,/person/maurizio-vecchione,,,,,1,venture,1
TDR Capital,/organization/tdr-capital,GBR,H9,London,London,1,venture,1
Fraser Hamilton,/person/fraser-hamilton,,,,,1,angel,1
Paolo Vaglietti,/person/paolo-vaglietti,,,,,1,angel,1
Tarek Abbas,/person/tarek-abbas,,,,,1,angel,1
Graham Stirling,/person/graham-stirling,,,,,1,seed,1
C & G Capital Partners,/organization/c-g-capital-partners,USA,AL,Birmingham,Tuscaloosa,1,undisclosed,1
Lynn Yeldell,/person/lynn-yeldell,,,,,1,venture,1
Atrapalo,/organization/atrapalo,ESP,56,Barcelona,Barcelona,1,venture,1
Jose Manuel Martinez Sanchez,/person/jose-manuel-martinez,,,,,1,venture,1
Abele Ventures,/organization/abele-ventures,,,,,1,venture,1
R Narayanan,/person/r-narayanan,,,,,1,seed,1
Ministry of Sound,/organization/ministry-of-sound,GBR,H9,London,London,1,seed,1
Gustav Söderström,/person/gustav-sderstrm,,,,,1,seed,1
Evermore Investments,/organization/evermore-investments,USA,KY,Louisville,Louisville,1,venture,1
"Capstar Partners, LLC",/organization/capstar-partners-llc,USA,TX,Austin,Austin,1,venture,1
Lew Little,/organization/lew-little,,,,,1,venture,1
Melbourne IT,/organization/melbourneit,AUS,7,Melbourne,Melbourne,1,venture,1
Boulas Ventures,/organization/boulas-ventures,FRA,A8,Paris,Paris,1,venture,1
Aegis Media,/organization/aegis-media,GBR,H9,London,London,1,venture,1
Herb Madan,/person/herb-madan,,,,,1,angel,1
Habermaass,/organization/habermaass,,,,,1,venture,1
Sonostar Capital Partners,/organization/sonostar-capital-partners,USA,NY,NY - Other,Chappaqua,1,venture,1
Neil Flanzraich,/person/neil-flanzraich,,,,,1,venture,1
Wexford Spectrum Investors,/person/wexford-spectrum-investors,,,,,1,venture,1
Lerer Hippeau,/person/lerer-hippeau,,,,,1,venture,1
L & T Property Investments,/organization/l-t-property-investments,USA,MI,Detroit,Allen Park,1,private_equity,1
Charles Huang,/person/charles-huang-2,,,,,1,venture,1
Nick Woodman,/person/nick-woodman,,,,,1,venture,1
Axeleo,/organization/axeleo,FRA,B9,FRA - Other,Charbonnières-les-bains,1,seed,1
Pertinence Invest,/organization/pertinence-invest,,,,,1,seed,1
Asseco Poland,/organization/asseco-poland,,,,,1,venture,1
Saint Louis Arch Angels,/organization/saint-louis-arch-angels,,,,,1,angel,1
Barry Egan,/person/barry-egan,,,,,1,seed,1
Brian O'Driscoll,/person/brian-odriscoll,,,,,1,seed,1
Cian Kinsella,/person/cian-kinsella,,,,,1,seed,1
Jesper Hart Hansen,/person/jesper-hart-hansen,DNK,,,Copenhagen,1,angel,1
Navid Samandari,/person/navid-samandari,,,,,1,angel,1
Thomas Helms,/person/thomas-helms,,,,,1,angel,1
Tommy Andersen,/person/tommy-andersen,DNK,,,Copenhagen,1,angel,1
Afisha Rambler,/organization/afisha-rambler,,,,,1,seed,1
Sicosia (family fund),/organization/sicosia-family-fund,,,,,1,seed,1
Founders Anonymous,/person/founders-anonymous-2,,,,,1,seed,1
CapVest Associates,/organization/capvest-associates,GBR,H9,London,London,1,venture,1
Nissin Systems,/organization/nissin-systems,JPN,22,JPN - Other,Kyoto,1,venture,1
Philips Electronics,/organization/philips-electronics,,,,,1,venture,1
Larry Weidman,/person/larry-weidman,USA,,,Pittsburgh,1,venture,1
Matteo Stefanel,/person/matteo-stefanel,,,,,1,seed,1
Aitor Esteve,/person/aitor-esteve,ESP,,,Valencia,1,seed,1
Alex Torrentí,/person/alex-torrent,,,,,1,seed,1
Tinitell,/organization/tinitell,SWE,26,Stockholm,Stockholm,1,seed,1
Eghosa Omogui,/person/eghosa-omogui,,,,,1,seed,1
Joschua Schachter,/person/joschua-schachter,,,,,1,seed,1
Oleg Tinkov,/person/oleg-tinkov,RUS,,,Moscow,1,venture,1
Sean Combs,/person/sean-combs,USA,,,Los Angeles,1,debt_financing,1
Cascabel Management,/organization/cascabel-management,USA,NY,New York City,New York,1,venture,1
Trevor Kaufman,/person/trevor-kaufman-2,,,,,1,venture,1
MEMC Electronic Materials,/organization/memc-electronic-materials,USA,MO,MO - Other,O Fallon,1,venture,1
Ballard Center for Economic Self Reliance,/organization/ballard-center-for-economic-self-reliance,USA,UT,Salt Lake City,Provo,1,seed,1
John Nakamura,/person/john-nakamura,,,,,1,venture,1
Roni Michaely,/person/roni-michaely,,,,,1,venture,1
MediaMath,/organization/mediamath,USA,NY,New York City,New York,1,venture,1
Management & Capitali,/organization/management-capitali,ITA,9,Milan,Milan,1,private_equity,1
InforMax Inc.,/organization/informax-inc,USA,MD,"Washington, D.C.",Bethesda,1,venture,1
SAM Venture Partners,/organization/sam-venture-partners,,,,,1,seed,1
Wicks Walker,/person/adam-wicks-walker,,,,,1,seed,1
Andy Mazzarella,/person/andy-mazzarella,,,,,1,seed,1
Carlos Bhola,/person/carlos-bhola-2,,,,,1,seed,1
Eric Pulier,/person/eric-pulier,,,,,1,seed,1
Ferry Richard Spitz,/person/ferry-richard-spitz,,,,,1,seed,1
Fred Kreuger,/person/fred-kreuger,,,,,1,seed,1
Gary Guseinov,/person/gary-guseinov,USA,,,San Francisco,1,seed,1
Jeffrey Tinsley,/person/jeffrey-tinsley,,,,,1,seed,1
John Lee,/person/john-lee-2,,,,,1,seed,1
Michael Robertson,/person/michael-robertson,USA,,,San Diego,1,seed,1
Scott Walker,/person/scott-walker,,,,,1,seed,1
Tony Greenberg,/person/tony-greenberg,USA,,,,1,seed,1
Co-FundNI,/organization/co-fundni,,,,,1,venture,1
techstart NI,/organization/techstart-ni,,,,,1,venture,1
Nerses Najaryan,/person/nerses-najaryan,,,,,1,seed,1
Serruya Private Equity,/organization/serruya-private-equity,,,,,1,undisclosed,1
Fundatia Post Privatizare,/organization/fundatia-post-privatizare,ROM,10,Bucharest,Bucharest,1,angel,1
Denis Kruchkov,/person/denis-kruchkov,RUS,,,Moscow,1,undisclosed,1
Investment Management Group,/organization/investment-management-group,,,,,1,venture,1
Pathena Fund,/organization/pathena-fund,,,,,1,venture,1
Antea Participaties,/organization/antea-participaties,,,,,1,venture,1
Claude Bebier,/person/claude-bebier,,,,,1,venture,1
58.com,/organization/58-com,CHN,19,CHN - Other,Chaoyang,1,venture,1
Aetius Capital,/organization/aetius-capital,,,,,1,seed,1
Junrun Capital,/organization/junrun-capital,CHN,,,,1,venture,1
EPIC Companies,/organization/epic-companies,USA,NJ,NJ - Other,Berlin,1,seed,1
Christian Tiessen,/person/christian-tiessen,DEU,,,Berlin,1,seed,1
Roman Kirsch,/person/roman-kirsch,DEU,,,Berlin,1,seed,1
Jessica Verrilli,/person/jessica-verrilli,USA,,,San Francisco,1,venture,1
Oxford Instruments,/organization/oxford-instruments,GBR,K2,London,Abingdon,1,undisclosed,1
Tony Bates,/person/tony-bates,USA,,,Palo Alto,1,venture,1
01Startups,/organization/01startups,,,,,1,seed,1
Cool Japan Fund,/organization/cool-japan-fund,,,,,1,venture,1
Hopen Therapeutics,/organization/hopen-therapeutics,USA,MI,Grand Rapids,Grand Rapids,1,venture,1
HFM,/organization/hfm,,,,,1,angel,1
Geekbang,/organization/geekbang,,,,,1,seed,1
Haiquan Hu,/person/haiquan-hu,CHN,,,Shenyang,1,seed,1
Yossi Matias,/person/yossi-matias,,,,,1,seed,1
Miten Sampat,/person/miten-sampat,,,,,1,seed,1
Rahul Garg,/person/rahul-garg,,,,,1,seed,1
Raghu Khanna,/person/raghu-khanna,,,,,1,angel,1
sameer gupta,/person/sameer-gupta,,,,,1,angel,1
Oleg Skotnikov,/person/oleg-skotnikov,,,,,1,angel,1
Tuvia Barak,/person/tuvia-barak,,,,,1,seed,1
Bitfactory Holding,/organization/bitfactory-holding,,,,,1,seed,1
Michael Stephanblome,/person/michael-stephanblome,,,,,1,seed,1
Paul Edwards,/person/paul-edwards-3,,,,,1,seed,1
Pradeep Menon,/person/pradeep-menon,,,,,1,seed,1
Satish Jayakumar,/person/satish-jayakumar,,,,,1,seed,1
Mark Hsu,/person/mark-hsu,,,,,1,seed,1
Clemens Paschke,/person/clemens-paschke,,,,,1,seed,1
Cornelius Boersch,/person/cornelius-boersch,CHE,,,Zürich,1,seed,1
Ferdinand Von Kalm,/person/ferdinand-von-kalm,,,,,1,seed,1
Florian Resatsch,/person/florian-resatsch,,,,,1,seed,1
Ron Hillmann,/person/ron-hillmann,DEU,,,Berlin,1,seed,1
Uwe Sandner,/person/uwe-sandner,,,,,1,seed,1
Futuristicni marketing d.o.o.,/organization/futuristicni-marketing-d-o-o,,,,,1,seed,1
Scale Finance,/organization/scale-finance,,,,,1,seed,1
Vivex Capital Group,/organization/vivex-capital-group,POL,78,Warsaw,Warsaw,1,venture,1
Education Sales Management,/organization/education-sales-management,USA,CO,Denver,Littleton,1,venture,1
Sienna Equity Partners,/organization/sienna-equity-partners,USA,CA,Los Angeles,Pasadena,1,venture,1
David Hersh,/person/david-hersh,,,,,1,undisclosed,1
Edgar Seah,/person/edgar-seah,,,,,1,undisclosed,1
Integrated Asset Management,/organization/integrated-partners,CAN,ON,Toronto,Toronto,1,venture,1
Park Avenue Equity Partner,/organization/park-avenue-equity-partner,USA,NY,New York City,New York,1,venture,1
Dragica Herman-Konevski,/person/dragica-herman-konevski-2,,,,,1,venture,1
BeauVest,/organization/beauvest,,,,,1,venture,1
Iowa Dept of Economic Development,/organization/iowa-dept-of-economic-development,USA,IA,Des Moines,Des Moines,1,grant,1
Frank DeRose,/person/frank-derose,,,,,1,venture,1
Octave Ventures,/organization/octave-ventures,CAN,ON,Toronto,Toronto,1,seed,1
HSR Ventures,/organization/hsr-ventures,,,,,1,venture,1
Matteo Fago,/person/matteo-fago,,,,,1,seed,1
E! Entertainment,/organization/e-entertainment,USA,CA,Los Angeles,Los Angeles,1,venture,1
GMF Capital,/organization/gmf-capital,,,,,1,seed,1
Alex Ousach,/person/alex-ousach,,,,,1,seed,1
"Provost Holdings, LLC",/organization/provost-holdings-llc,,,,,1,undisclosed,1
Spindle Capital Investments,/organization/spindle-capital-investments,,,,,1,undisclosed,1
Andrew Thornton,/person/andrew-thornton,,,,,1,venture,1
Fernando Serer,/person/fernando-serer,,,,,1,angel,1
Juan-Luis Hortelano,/person/juan-luis-hortelano,,,,,1,angel,1
Rene De Jong,/person/rene-de-jong,,,,,1,angel,1
Walter Kobylanski,/person/walter-kobylanski,,,,,1,seed,1
Netrove,/organization/netrove,THA,40,Bangkok,Bangkok,1,seed,1
Joerg Trouvain,/person/jrg-trouvain,DEU,,,Munich,1,angel,1
Phil knight,/person/phil-knight,,,,,1,venture,1
Riaz Valani,/person/riaz-valani,,,,,1,seed,1
2010 NYU Stern Business Plan Competition,/organization/2010-nyu-stern-business-plan-competition,,,,,1,seed,1
Florida Opportunity Fund,/organization/florida-opportunity-fund,,,,,1,venture,1
Knology,/organization/knology,USA,GA,"Columbus, Georgia",West Point,1,venture,1
Mohit Garg,/person/mohit-garg,,,,,1,angel,1
Nipam Shah,/person/nipam-shah,,,,,1,angel,1
Easy Alpha BV,/organization/easy-alpha-bv,,,,,1,angel,1
Steve Salzinger,/person/steve-salzinger,,,,,1,seed,1
Grand Central Tech,/organization/grand-central-tech,USA,NY,New York City,New York,1,venture,1
Innfond,/organization/innfond,,,,,1,venture,1
Slottsbacken,/organization/slottsbacken,,,,,1,venture,1
Platte River Ventures,/organization/platte-river-ventures,USA,CO,Denver,Denver,1,undisclosed,1
Business Instincts Group,/organization/business-instincts-group,CAN,AB,Calgary,Calgary,1,seed,1
Varo Capital,/organization/varo-capital,,,,,1,venture,1
Xenos,/organization/xenos,CAN,ON,Toronto,Richmond Hill,1,venture,1
Tyne & Wear Enterprise Trust,/organization/tyne-wear-enterprise-trust,,,,,1,venture,1
Mark Sullivan,/person/mark-sullivan-3,USA,,,York,1,seed,1
Doug Berg,/person/doug-berg,,,,,1,debt_financing,1
GTP Holdings,/organization/gtp-holdings,,,,,1,venture,1
Adam Falla,/person/adam-falla,,,,,1,seed,1
Andy Klingenstein,/person/andy-klingenstein,,,,,1,seed,1
Marc Solomon,/person/marc-solomon,,,,,1,seed,1
Roger Krakoff,/person/roger-krakoff,,,,,1,seed,1
Cortez Bryant,/person/cortez-bryant,,,,,1,seed,1
Dave Maestri,/person/dave-maestri,,,,,1,seed,1
Michael Weiksner,/person/michael-weiksner,,,,,1,seed,1
Pentland Brands plc,/organization/pentland-brands-plc,,,,,1,venture,1
Michael Preysman,/person/michael-preysman,,,,,1,seed,1
Raymond D. Croghan,/person/raymond-d-croghan,,,,,1,venture,1
Rob Roy,/person/rob-roy-2,,,,,1,angel,1
Brad Wardell,/person/brad-wardell,USA,,,Plymouth,1,seed,1
Jaime Crouthamel,/person/jaime-crouthamel,,,,,1,venture,1
Hard Yaka,/organization/hard-yaka,USA,CA,SF Bay Area,San Francisco,1,seed,1
Chris Fischer,/person/chris-fischer,,,,,1,seed,1
Panagiotis Deligiannis,/person/panagiotis-deligiannis,,,,,1,seed,1
Tradeshift,/organization/tradeshift,USA,CA,SF Bay Area,San Francisco,1,venture,1
Juan Colón,/person/juan-colón,GBR,,,London,1,seed,1
Sergio Chalbaud,/person/sergio-chalbaud,,,,,1,seed,1
Vanenburg Group,/organization/vanenburg-group,,,,,1,venture,1
Joe Addiego,/person/joe-addiego-2,,,,,1,seed,1
Exago,/organization/exago-2,PRT,14,Lisbon,Lisbon,1,seed,1
Chicago Angel Investors,/person/chicago-angel-investors,,,,,1,seed,1
Erik Severinghaus,/person/erik-severinghaus,,,,,1,seed,1
Gale Bowman,/person/gale-bowman,,,,,1,seed,1
Jeff Pomeranz,/person/jeff-pomeranz,,,,,1,seed,1
Paul Cohen,/person/paul-cohen-dbd,,,,,1,seed,1
Robert Rosenberg,/person/robert-rosenberg,,,,,1,seed,1
Steve Farsht,/person/steve-farsht,,,,,1,seed,1
Christian Stadil,/person/christian-stadil,,,,,1,angel,1
Jacob Masters,/person/jacob-masters,,,,,1,angel,1
Simon Lyndegaard,/person/simon-lyndegaard,CHE,,,Zürich,1,angel,1
Aardvark Capital,/organization/aardvark-capital,,,,,1,venture,1
MItsubishi Electric,/organization/mitsubishi-electric,JPN,40,Tokyo,Tokyo,1,venture,1
WME,/organization/wme,,,,,1,angel,1
Drew Larner,/person/drew-larner,,,,,1,angel,1
Michael Sharon,/person/michael-sharon,,,,,1,angel,1
Wolf Allisat,/person/wolf-allisat,,,,,1,angel,1
Alfacamp,/organization/alfacamp,ESP,51,ESP - Other,Sevilla,1,undisclosed,1
Juan Lopez-Valcarcel,/person/juan-lopez-valcarcel,,,,,1,venture,1
Matthew Bothner,/person/matthew-bothner,,,,,1,venture,1
Jim Bryant,/person/jim-bryant,,,,,1,seed,1
Ian Smith,/person/ian-smith,,,,,1,angel,1
Leon Howard-Spink,/person/leon-howard-spink,,,,,1,angel,1
Paolo Juvara,/person/paolo-juvara,,,,,1,angel,1
Steve Broughton,/person/steve-broughton,,,,,1,angel,1
Harland Financial Solutions,/organization/harland-financial-solutions,USA,FL,Orlando,Lake Mary,1,venture,1
Vermont Information Processing,/organization/vermont-information-processing,USA,VT,VT - Other,Colchester,1,venture,1
Joe Proto,/person/joe-proto,,,,,1,venture,1
Neyer Holdings Corporation,/organization/neyer-holdings-corporation,USA,OH,Cincinnati,Cincinnati,1,venture,1
Rolf Käse,/person/rolf-kse,,,,,1,venture,1
MITS Fund,/organization/mits-fund,,,,,1,venture,1
Rolling Oaks Capital,/organization/rolling-oaks-capital,USA,CA,Los Angeles,Venice,1,venture,1
Parish Capital Advisors,/organization/parish-capital-advisors,USA,NC,Raleigh,Chapel Hill,1,venture,1
Ingenico,/organization/ingenico,FRA,A6,,,1,venture,1
Dennis Round,/person/dennis-round,,,,,1,private_equity,1
Nils August Andresen,/person/nils-august-andresen,,,,,1,seed,1
Michael Bryzek,/person/michael-bryzek,,,,,1,seed,1
Laura Arrillaga-Andreessen,/person/laura-arrillaga-andreessen,,,,,1,grant,1
Larry N. Feinberg,/person/larry-n-feinberg,,,,,1,post_ipo_equity,1
