investor_name,investor_permalink,country_code,state_code,region,city,investment_count,funding_round_types,num_portfolio_companies
TLabs,/organization/tlabs,IND,36,New Delhi,Noida,4,angel|seed,4
aws Gründerfonds,/organization/aws-grnderfonds,AUT,9,Vienna,Vienna,4,private_equity|seed|venture,3
Access BridgeGap Ventures,/organization/access-bridgegap-ventures,,,,,4,private_equity|venture,4
Tom Peterson,/person/tom-peterson-5,,,,,4,angel|seed|venture,4
American Family Insurance,/organization/american-family-insurance,USA,WI,Madison,Madison,4,convertible_note|venture,4
LVMH,/organization/lvmh,FRA,A8,Paris,Paris,4,private_equity|seed|venture,3
Next Wave Partners,/organization/next-wave-partners,GBR,H9,London,London,4,private_equity|undisclosed|venture,3
China Renaissance Capital Investment,/organization/china-renaissance-capital-investment,HKG,,Hong Kong,Central,4,venture,3
Iberdrola,/organization/iberdrola,ESP,59,Bilbao,Bilbao,4,venture,3
InnoVen Capital India,/organization/svb-india-finance,IND,16,Mumbai,Mumbai,4,debt_financing,4
Jim Moloshok,/person/jim-moloshok,USA,,,Los Angeles,4,seed,3
Seven Spires Investment,/organization/seven-spires-investment,GBR,K2,London,Oxford,4,seed|venture,4
Family Office,/organization/family-office,,,,,4,seed,3
Helios Enterprises,/organization/helios-enterprises,,,,,4,seed,1
Paolo Barberis,/person/paolo-barberis,ITA,,,Firenze,4,angel|venture,2
Saratoga Ventures,/organization/saratoga-ventures,USA,CA,SF Bay Area,Santa Clara,4,venture,3
Banco Bilbao Vizcaya Argentaria,/organization/banco-bilbao-vizcaya-argentaria,ESP,59,Bilbao,Bilbao,4,seed|venture,4
Adam Jackson,/person/adam-jackson,USA,,,San Francisco,4,seed|venture,4
Alex Rampell,/person/alex-rampell,USA,,,San Francisco,4,seed|venture,4
Benjamin Kahn,/person/mr-benjamin-kahn,,,,,4,venture,1
Kevin Scott,/person/kevin-scott,,,,,4,seed|venture,4
Deutsche Effecten -und Wechsel Beteiligungsgesellschaft,/organization/deutsche-effecten-und-wechsel,DEU,15,Jena,Jena,4,venture,4
SBV Venture Partners,/organization/sbv-venture-partners,USA,CA,SF Bay Area,Palo Alto,4,venture,3
Scott McNealy,/person/scott-mcnealy,,,,,4,seed|venture,4
Taiwan Global BioFund,/organization/taiwan-global-biofund,,,,,4,venture,4
APV Technology Partners,/organization/apv-technology-partners,,,,,4,venture,4
China Venture Capital,/organization/china-venture-capital,,,,,4,venture,4
Janus Friis,/person/janus-friis,GBR,,,London,4,seed|venture,3
Isaac Applbaum,/person/isaac-applbaum-3,,,,,4,angel|seed|venture,4
Third Wave Ventures,/organization/third-wave-ventures,USA,CA,Los Angeles,Beverly Hills,4,seed|venture,4
Northwood Ventures,/organization/northwood-ventures,USA,NY,Long Island,Syosset,4,venture,4
Primaveris,/organization/primaveris,FRA,B8,Marseille,Marseille,4,venture,3
Old College Capital,/organization/old-college-capital,,,,,4,seed|venture,4
Peter Thorp,/person/peter-thorp,,,,,4,seed|venture,3
Bill Ackman,/person/bill-ackman,,,,,4,venture,4
BZ Bank,/organization/bz-bank,CHE,18,CHE - Other,Wiler,4,venture,2
Trevor Blackwell,/person/trevor-blackwell,USA,,,San Francisco,4,seed|venture,4
Guy Westlake,/person/guy-westlake,GBR,,,London,4,angel|seed,3
Frédéric Mazzella,/person/frdric-mazzella,,,,,4,seed|venture,4
Envision Ventures,/organization/envision-ventures,USA,CA,SF Bay Area,Menlo Park,4,seed|venture,4
Upstart Capital,/organization/upstart-capital,,,,,4,venture,3
Delhivery,/organization/delhivery,IND,10,New Delhi,Gurgaon,4,venture,3
Gordon Bell,/person/gordon-bell,,,,,4,angel|venture,4
Gatebridge Investments,/organization/gatebridge-investments,USA,TX,Dallas,Dallas,4,seed|venture,2
HealthpointCapital,/organization/healthpointcapital,USA,NY,New York City,New York,4,undisclosed|venture,2
Kip McClanahan,/person/kip-mcclanahan,USA,,,Austin,4,venture,3
CORM CAPITAL,/organization/corm-capital,LBN,4,Beirut,Beirut,4,seed,4
East Hill Advisors,/organization/east-hill-advisors,,,,,4,undisclosed|venture,2
Osama Bedier,/person/osama-bedier,USA,,,San Francisco,4,seed|venture,3
Root Ventures,/organization/lion-wells-capital,USA,CA,SF Bay Area,San Francisco,4,seed|venture,3
Moment Ventures,/organization/moment-ventures,USA,CA,SF Bay Area,Palo Alto,4,seed|venture,4
Conning Capital Partners,/organization/conning-capital-partners,USA,CT,Hartford,Hartford,4,venture,3
New Brunswick Investment Management Corporation,/organization/new-brunswick-investment-management-corporation,CAN,NS,Fredericton,Fredericton,4,venture,2
Castrol innoVentures,/organization/castrol-innoventures,GBR,P8,Swindon,Swindon,4,venture,3
Washington Research Group,/organization/washington-research-group,,,,,4,venture,3
Martha Stewart Living Omnimedia,/organization/martha-stweard-omnimedia,USA,NY,New York City,New York,4,venture,3
Dan Scheinman,/person/dan-scheinman,,,,,4,angel|seed,4
Rally Capital Services,/organization/rally-capital-services,USA,IL,Chicago,Chicago,4,venture,2
White Owl Capital,/organization/white-owl-capital,,,,,4,angel|venture,4
Vikas Gupta,/person/vikas-gupta,,,,,4,seed|venture,3
Samir Bangara,/person/samir-bangara,,,,,4,angel|seed,4
David Brown,/person/david-brown-2,FIN,,,Helsinki,4,seed|venture,1
Prabhu Goel,/person/prabhu-goel,,,,,4,angel|venture,4
Yves Latour,/person/yves-latour,,,,,4,seed|venture,4
Teakwood Capital,/organization/teakwood-capital,USA,TX,Dallas,Dallas,4,private_equity|undisclosed|venture,4
Dan Porter,/person/dan-porter,,,,,4,angel|seed,4
MPM Bio IV NVS Strategic Fund,/organization/mpm-bio-iv-nvs-strategic-fund,,,,,4,private_equity|venture,2
88 Green Ventures,/organization/88-green-ventures,AUS,7,Melbourne,Melbourne,4,venture,1
Mountain Cleantech,/organization/mountain-cleantech,,,,,4,venture,3
Sixt Family,/person/sixt-family,,,,,4,seed|venture,1
Delivery Hero,/organization/delivery-hero,,,,,4,undisclosed|venture,3
The Pritzker Organization,/organization/the-pritzker-organization,USA,IL,Chicago,Chicago,4,angel|seed|venture,2
Viscogliosi Brothers,/organization/viscogliosi-brothers,USA,NY,New York City,New York,4,venture,3
FKA,/organization/fka,,,,,4,angel|venture,2
Jolimont Capital,/organization/jolimont-capital,AUS,7,Melbourne,Melbourne,4,venture,2
Franche-ComtÃ© PME Gestion,/organization/franche-comt-pme-gestion,,,,,4,venture,3
Pritzker/Vlock Family Office,/organization/pritzker-vlock-family-office,,,,,4,venture,3
Telenav,/organization/telenav,USA,CA,SF Bay Area,Sunnyvale,4,angel|seed|venture,4
Craig Sherman,/person/craig-sherman,,,,,4,seed|venture,4
Wistron Corporation,/organization/wistron-corporation,TWN,3,Taiwan,Taipei,4,private_equity|venture,4
Leucadia National,/organization/leucadia-national,USA,NY,New York City,New York,4,venture,2
Fortino Capital,/organization/fortino,BEL,12,Brussels,Zaventem,4,seed|venture,3
Yellowstone Capital,/organization/yellowstone-capital,USA,TX,Houston,Houston,4,venture,2
Michael G. Rubin,/person/michael-g-rubin,,,,,4,venture,1
BV-Cornerstone Ventures,/organization/bv-cornerstone-ventures,USA,CO,Denver,Broomfield,4,venture,3
AIG Highstar Capital,/organization/aig-highstar-capital,USA,NY,New York City,New York,4,venture,1
La FinanciÃ¨re de Brienne,/organization/la-financire-de-brienne,,,,,4,venture,2
Adrian Locher,/person/adrian-locher,CHE,,,Zürich,4,angel|seed,3
Independent News & Media,/organization/independent-news-media,IRL,7,Dublin,Dublin,4,venture,2
Alan Warms,/person/alan-warms,,,,,4,angel|seed|venture,3
Dave Hoover,/person/dave-hoover,USA,,,Chicago,4,seed,2
Steven Cox,/person/steven-cox,USA,,,San Diego,4,seed|venture,1
Mark Denning,/person/mark-denning-2,GBR,,,London,4,seed,1
Alef Arendsen,/person/alef-arendsen,,,,,4,angel|venture,1
Ritsaart van Montfrans,/person/ritsaart-van-montfrans,,,,,4,angel|venture,1
Slevomat Ventures,/organization/slevomat-ventures,CZE,52,Prague,Prague,4,seed|venture,1
Rovi Corporation,/organization/rovi,USA,CA,SF Bay Area,Santa Clara,4,venture,2
Sparx Ventures,/organization/sparx-ventures,THA,40,Bangkok,Bangkok,4,angel|equity_crowdfunding|seed,2
Michael Marks,/person/michael-marks,,,,,3,seed|venture,3
Mark Bakken,/person/mark-bakken,USA,,,Madison,3,seed|venture,3
PhilQuo Ventures,/organization/philquo-ventures,USA,CA,SF Bay Area,Palo Alto,3,seed|venture,3
Wang Qiang,/person/wang-qiang,,,,,3,angel|seed|venture,2
iSeed Ventures,/organization/iseed-ventures,USA,CA,SF Bay Area,San Francisco,3,seed,3
Waterline Ventures,/organization/waterline-ventures,,,,,3,seed|venture,3
GVA LaunchGurus Fund 1 L.P.,/organization/gva-launchgurus-fund-1-l-p,RUS,48,Moscow,Moscow,3,convertible_note|venture,3
Alliance Entreprendre,/organization/alliance-entreprendre,FRA,A8,Paris,Paris,3,venture,3
Massimiliano Magrini,/person/massimiliano-magrini,ITA,,,Milan,3,seed,2
David Mahoney,/person/david-mahoney,USA,,,San Francisco,3,venture,2
Zach Klein,/person/zach-klein,USA,,,San Francisco,3,venture,3
Kingsoft,/organization/kingsoft,HKG,,Hong Kong,Hong Kong,3,private_equity|venture,3
WuXi Healthcare Ventures,/organization/wuxi-healthcare-ventures,,,,,3,private_equity|venture,3
Sergey Brin,/person/sergey-brin,USA,,,Los Altos,3,venture,2
ESN Group,/organization/esn-group,GHA,1,Accra,Accra,3,seed|venture,2
ICC Venture Capital,/organization/icc-venture-capital,,,,,3,venture,3
Chris Mairs,/person/chris-mairs,GBR,,,London,3,seed,3
Housatonic Partners,/organization/housatonic-partners,USA,MA,Boston,Boston,3,undisclosed|venture,3
Steve King,/person/steve-king,USA,,,San Francisco,3,angel|seed,3
Suanfarma Biotech,/organization/suanfarma-biotech,ESP,29,Madrid,Madrid,3,undisclosed|venture,3
Veritas Software,/organization/veritas-software,USA,CA,SF Bay Area,Mountain View,3,venture,3
NEOTEC,/organization/neotec,USA,OH,Akron - Canton,Kent,3,seed,2
Western Investment Fund,/organization/western-investment-fund,,,,,3,seed|venture,3
Opus Bank,/organization/opus-bank,USA,CA,Anaheim,Irvine,3,debt_financing|venture,3
Arrowroot Capital,/organization/arrowroot-capital,USA,CA,Los Angeles,Santa Monica,3,private_equity|undisclosed|venture,3
Alex Le,/person/alex-le,,,,,3,seed,3
RevvX Hardware / IOT Accelerator,/organization/co-labs-start-up-accelerator,IND,19,Bangalore,Bangalore,3,seed,3
Susquehanna International Group,/organization/susquehanna-international-group-llp,USA,PA,Philadelphia,Bala Cynwyd,3,venture,3
ChangePartners,/organization/changepartners,PRT,14,Porto,Porto,3,seed|venture,3
Dave Spector,/person/dave-spector,,,,,3,seed,2
Taishan XD (TXD) Ventures,/organization/taishan-xd-txd-ventures,,,,,3,venture,3
Xandex Investments LLP,/organization/xandex-investments-llp,USA,CA,Napa Valley,Petaluma,3,seed|venture,3
Sebastian Stoddart,/person/sebastian-stoddart,,,,,3,angel|seed,2
Wayne Gosling,/person/wayne-gosling,,,,,3,angel|seed,2
IDT,/organization/idt,USA,CA,SF Bay Area,San Jose,3,seed|venture,2
The Logia Group,/organization/the-logia-group,,,,,3,seed|venture,2
Inevitable Ventures,/organization/inevitable-ventures,USA,CA,Los Angeles,Los Angeles,3,seed|venture,3
NCLUSIVE,/organization/nclusive,USA,CA,Los Angeles,Los Angeles,3,seed,3
Vision Knight Capital,/organization/vision-knight-capital,CHN,23,Shanghai,Shanghai,3,venture,3
Haitong Leading Capital Management,/organization/haitong-leading-capital-management,,,,,3,venture,3
incube,/organization/incube-3,BRA,2,Sao Paulo,São Paulo,3,seed,3
Cyber Agent Investment,/organization/cyber-agent-investment,,,,,3,angel|undisclosed|venture,3
TDF Capital,/organization/tdf-capital,CHN,25,CHN - Other,Pudong,3,venture,3
John Collison,/person/john-collison,USA,,,San Francisco,3,seed,3
Fundación Caja Navarra,/organization/caja-navarra,ESP,32,Pamplona,Pamplona,3,venture,3
Eurecan,/organization/eurecan,,,,,3,angel|venture,2
Trellis Health Ventures,/organization/trellis-health-ventures,USA,CA,SF Bay Area,San Francisco,3,venture,3
Evergreen Pacific Partners,/organization/evergreen-partners,USA,WA,Seattle,Seattle,3,undisclosed|venture,3
Investa FÃ¶retagskapital,/organization/investa-fretagskapital,SWE,24,Sundsvall,Sundsvall,3,venture,3
Dan Murray,/person/daniel-murray,USA,,,Los Angeles,3,seed|venture,3
Synergis Technologies,/organization/synergis-technologies,GBR,H9,London,London,3,venture,3
MPM BioEquities,/organization/mpm-bioequities,,,,,3,venture,3
Water Street Healthcare Partners,/organization/water-street-healthcare-partners,USA,IL,Chicago,Chicago,3,private_equity|undisclosed,3
Tudor Private Equity Fund,/organization/tudor-private-equity-fund,,,,,3,venture,3
TechU Angels,/organization/techu-angels,,,,,3,angel|seed|venture,3
Jasper Ridge Partners,/organization/oak-hill-investment,USA,CA,SF Bay Area,Menlo Park,3,venture,2
Holden Capital,/organization/holden-capital,,,,,3,venture,3
Baird Capital Venture Capital,/organization/baird-capital-venture-capital,,,,,3,venture,3
Summit Bridge Capital,/organization/summit-bridge-capital,IRL,7,Dublin,Dublin,3,venture,3
Enable Capital Management,/organization/enable-capital-management,USA,CA,SF Bay Area,San Francisco,3,private_equity|venture,3
Harbor View Advisors,/organization/harborview-advisors,USA,FL,Jacksonville,Ponte Vedra Beach,3,private_equity|venture,3
Said Business School Seed Fund,/organization/said-business-school-seed-fund,GBR,K2,London,Oxford,3,seed,3
Ontario Venture Capital Fund,/organization/ontario-venture-capital-fund,CAN,ON,Toronto,Toronto,3,venture,2
Sumitomo Corporation Equity Asia,/organization/sumitomo-corporation-equity-asia,HKG,,Hong Kong,Central,3,venture,3
Inventure Capital,/organization/inventure-capital,DNK,18,Aarhus,Aarhus,3,venture,3
Syddansk Venture,/organization/syddansk-venture,,,,,3,venture,2
TVM Capital Life Science,/organization/tvm-capital-life-science,CAN,QC,Westmount,Westmount,3,undisclosed|venture,3
Jacobs Asset Management,/organization/jacobs-asset-management,USA,NY,New York City,New York,3,debt_financing|venture,2
Life Sciences Fund Amsterdam,/organization/life-sciences-fund-amsterdam,NLD,7,Amsterdam,Amsterdam,3,undisclosed|venture,3
DuPont Ventures,/organization/dupont-ventures,,,,,3,venture,3
AGS Capital Group,/organization/ags-capital-group,USA,FL,Miami,Miami,3,debt_financing|venture,3
Crystal Financial,/organization/crystal-financial,,,,,3,debt_financing,3
Paca Investissement,/organization/paca-investissement,FRA,A8,Paris,Paris,3,seed|venture,3
Hera Capital,/organization/hera-capital,SGP,,Singapore,Singapore,3,seed|venture,3
BTG Pactual,/organization/btg-pactual,BRA,2,Sao Paulo,São Paulo,3,seed|venture,3
Bausch & Lomb,/organization/bausch-lomb,USA,NY,"Rochester, New York",Rochester,3,private_equity|venture,1
Diamond Capital Company,/organization/diamond-capital-company,,,,,3,venture,3
Och-Ziff Capital Management,/organization/och-ziff-capital-management,USA,NY,New York City,New York,3,undisclosed|venture,3
Robert Goldberg,/person/robert-goldberg,,,,,3,angel|seed|venture,3
Foresight Technology VCT,/organization/foresight-technology-vct,,,,,3,undisclosed|venture,2
HitFox Group,/organization/hitfox-group,,,,,3,venture,3
Merlin Nexus,/organization/merlin-nexus,USA,NY,New York City,New York,3,venture,3
Ridgeback Capital,/organization/ridgeback-capital,USA,NY,New York City,New York,3,venture,3
Tiger Management Corporation,/organization/tiger-management-corporation,,,,,3,venture,3
Kubera Partners,/organization/kubera-partners,USA,NY,Long Island,Garden City,3,venture,3
Nick Hynes,/person/nick-hynes,,,,,3,seed|venture,2
Sameer Jagetia,/person/sameer-jagetia,USA,,,New York,3,seed,3
Hercules Bioventure Partners,/organization/hercules-bioventure-partners,,,,,3,post_ipo_equity|venture,2
Jesse Engle,/person/jesse-engle,,,,,3,angel|seed|venture,2
Jim Armstrong,/person/jim-armstrong,USA,,,Santa Monica,3,seed|venture,3
SÃ¤tila Holding,/organization/stila-holding-ab,SWE,25,SWE - Other,Skerike,3,venture,3
Hawthorn Equity Partners,/organization/genuity-capital-partners,,,,,3,debt_financing|venture,3
R. B. Webber & Co.,/organization/r-b-webber-co,USA,CA,SF Bay Area,Mountain View,3,venture,3
Seneca Partners,/organization/seneca-partners,USA,MI,Detroit,Birmingham,3,seed|venture,3
Altera,/organization/altera,USA,CA,SF Bay Area,San Jose,3,venture,3
Robby Walker,/person/robby-walker,,,,,3,angel|seed|venture,3
Tim Cederman-Haysom,/person/tim-cederman-haysom,,,,,3,seed,3
Parque Tec,/organization/parque-tec,CRI,,,,3,seed|venture,3
Brian Matthews,/person/brian-matthews,USA,,,St Louis,3,angel|venture,2
Chris Gabrieli,/person/chris-gabrieli,,,,,3,seed|venture,2
Brian Costello,/person/brian-costello-2,USA,,,Boston,3,seed|venture,2
Live Nation Entertainment,/organization/live-nation-entertainment,USA,CA,Los Angeles,Beverly Hills,3,debt_financing|venture,3
Redhills Ventures,/organization/redhills-ventures,USA,NV,Las Vegas,Las Vegas,3,venture,2
Ashim Mehra,/person/ashim-mehra-2,USA,,,New York,3,angel|seed|venture,2
Rudi Airisto,/person/rudi-airisto,,,,,3,angel|seed,3
Skystar Capital,/organization/skystar-capital,,,,,3,seed|venture,3
Chris Morris,/person/chris-morris,,,,,3,post_ipo_equity|seed|venture,3
Barry Honig,/person/barry-honig,,,,,3,seed|venture,2
Frühphasenfonds Brandenburg,/organization/frhphasenfonds-brandenburg,DEU,11,Berlin,Potsdam,3,seed|venture,3
OmniCapital Group,/organization/omnicapital-group,USA,NJ,Newark,Freehold,3,undisclosed|venture,3
Sunsino Ventures Group,/organization/sunsino-ventures-group,TWN,3,Taiwan,Taipei,3,seed|venture,3
National Cancer Institute,/organization/national-cancer-institute,USA,MD,"Washington, D.C.",Bethesda,3,grant,3
Talkot Capital,/organization/talkot-capital,USA,CA,SF Bay Area,Sausalito,3,seed|venture,3
Talde Venture Capital,/organization/talde-venture-capital,ESP,59,Bilbao,Bilbao,3,venture,3
SEB Alliance,/organization/seb-alliance,,,,,3,venture,3
Engie,/organization/gdf-suez,FRA,A8,Paris,Paris,3,debt_financing|venture,3
Sunil Paul,/person/sunil-paul,USA,,,San Francisco,3,angel|seed,3
The Mail Room Fund,/organization/the-mail-room-fund,USA,CA,Los Angeles,Los Angeles,3,venture,2
New Orleans Startup Fund,/organization/new-orleans-startup-fund,USA,LA,New Orleans,New Orleans,3,angel|seed,3
AGF Investments,/organization/agf-investments,CAN,ON,Toronto,Toronto,3,venture,3
Mape Advisory,/organization/mape-advisory,,,,,3,seed|venture,3
International Venture Fund,/organization/international-venture-fund,USA,CA,SF Bay Area,Menlo Park,3,venture,3
Neil Patel,/person/neil-patel,USA,,,Las Vegas,3,seed|venture,3
Multiple Capital,/organization/multiple-capital,CAN,QC,Montreal,Montréal,3,venture,3
Georgia Venture Partners,/organization/georgia-venture-partners,USA,GA,Atlanta,Atlanta,3,seed|venture,2
IFC,/organization/ifc,,,,,3,private_equity|venture,3
Chestnut Hill Ventures,/organization/chestnut-hill-ventures,USA,MA,Boston,Wellesley,3,undisclosed|venture,1
MIG Funds,/organization/mig-funds,,,,,3,undisclosed|venture,3
North Star Equity Investment Partners,/organization/north-star-equity-investment-partners,,,,,3,angel|seed|venture,3
David Wheldon,/person/david-wheldon,,,,,3,angel,2
Pule Taukobong,/person/pule-taukobong-2,ZAF,,,Johannesburg,3,angel|seed|venture,3
Helios Investment Partners,/organization/helios-investment-partners,GBR,H9,London,London,3,private_equity|undisclosed,3
THE WORLD BANK GROUP,/organization/the-world-bank-group,USA,DC,"Washington, D.C.",Washington,3,debt_financing|private_equity|venture,3
Cross Culture Ventures,/organization/cross-culture-ventures,,,,,3,venture,3
Merion Investment Partners,/organization/merion-investment-partners,USA,PA,Philadelphia,Radnor,3,venture,2
IDG-Accel China Fund,/organization/idg-accel-china-fund,CHN,22,Beijing,Beijing,3,venture,3
Collaborative Seed & Growth Partners,/organization/collaborative-seed-growth-partners,USA,MA,Boston,Newton,3,seed|venture,3
Alignment Capital Group,/organization/alignment-capital-group,USA,TX,Austin,Austin,3,venture,2
Van Herk Biotech,/organization/van-herk-biotech,,,,,3,private_equity|venture,1
Lombard Odier,/organization/lombard-odier,CHE,7,Geneva,Geneva,3,venture,2
Nextech Venture,/organization/nextech-venture,CHE,25,Zurich,Zürich,3,venture,3
